Date,Player_1,Player_2,player_1_wins,Rank_1,Rank_2,rank_diff,rank_ratio,log_rank_diff,Surface_Clay,Surface_Grass,Surface_Hard,Round_2nd Round,Round_3rd Round,Round_4th Round,Round_Quarterfinals,Round_Round Robin,Round_Semifinals,Round_The Final,Series_ATP500,Series_Grand Slam,Series_International,Series_International Gold,Series_Masters,Series_Masters 1000,Series_Masters Cup,Court_Outdoor,Best of_5
2007-02-19,Rochus O.,Tipsarevic J.,1,34,91,-57,0.37362637362637363,-0.966440515559627,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-19,Serra F.,Djokovic N.,0,67,14,53,4.785714285714286,1.511457504073897,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-19,Andreev I.,Martin A.,1,148,57,91,2.5964912280701755,0.9435032953990401,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-19,Koubek S.,Greul S.,1,73,82,-9,0.8902439024390244,-0.11477551459242807,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-19,Witten J.,Melzer J.,0,203,31,172,6.548387096774194,1.8523840910444895,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-20,De Bakker T.,Ljubicic I.,0,433,8,425,54.125,3.8758199567641856,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-20,Mayer F.,Hrbaty D.,1,49,23,26,2.130434782608696,0.7339691750802002,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-20,Nieminen J.,Vliegen K.,0,18,43,-25,0.4186046511627907,-0.8397506547518208,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-20,Robredo T.,Bolelli S.,1,7,114,-107,0.06140350877192982,-2.6654905866834144,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-20,Rochus C.,Ferrer D.,0,76,15,61,5.066666666666666,1.571216699613903,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-20,Youzhny M.,Berdych T.,1,22,12,10,1.8333333333333333,0.5705448584676129,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-20,Acasuso J.,Roitman S.,0,41,78,-37,0.5256410256410257,-0.6317782341836531,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-20,Almagro N.,Vassallo-Arguello M.,1,30,62,-32,0.4838709677419355,-0.7091475219063863,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-20,Calleri A.,Montanes A.,0,29,75,-46,0.38666666666666666,-0.9295359586241756,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-20,Lapentti N.,Devilder N.,1,61,97,-36,0.6288659793814433,-0.45783309362548064,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-20,Moya C.,Starace P.,1,47,87,-40,0.5402298850574713,-0.6061358035703157,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-20,Ramirez-Hidalgo R.,di Mauro A.,0,59,98,-39,0.6020408163265306,-0.5007752879124894,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-20,Del Potro J.M.,Lopez F.,1,69,93,-24,0.7419354838709677,-0.2947995402206445,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-20,Goldstein P.,Delic A.,0,74,89,-15,0.8314606741573034,-0.1823215567939549,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-20,Kim K.,Kuznetsov A.,0,125,174,-49,0.7183908045977011,-0.3285040669720365,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-20,Korolev E.,Ginepri R.,1,106,46,60,2.3043478260869565,0.8226812327518473,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-20,Lu Y.H.,Guccione C.,1,90,109,-19,0.8256880733944955,-0.18962085927556682,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-20,Phau B.,Fish M.,0,103,25,78,4.12,1.3862943611198904,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-20,Pless K.,Kunitsyn I.,1,86,85,1,1.011764705882353,0.011560822401076365,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-21,Clement A.,Gicquel M.,0,55,44,11,1.25,0.21868920096483002,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-21,Monfils G.,van Scheppingen D.,0,51,278,-227,0.18345323741007194,-1.6799680632399379,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-21,Stepanek R.,Hernych J.,1,19,83,-64,0.2289156626506024,-1.4350845252893225,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-21,de Voest R.,Verkerk M.,1,135,1533,-1398,0.08806262230919765,-2.422979096191149,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-21,Djokovic N.,Pavel A.,1,14,120,-106,0.11666666666666667,-2.0877403444945313,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-21,Vliegen K.,Ferrer D.,0,43,15,28,2.8666666666666667,1.0116009116784799,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-21,Devilder N.,Ferrero J.C.,1,97,27,70,3.5925925925925926,1.2527629684953685,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-21,Gaudio G.,Ramirez-Hidalgo R.,0,37,59,-22,0.6271186440677966,-0.45675840249571475,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-21,Martin A.,Chela J.I.,0,57,35,22,1.6285714285714286,0.4769240720903092,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-21,Nalbandian D.,Horna L.,0,10,50,-40,0.2,-1.533930359925955,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-21,Saretta F.,Vanek J.,1,133,102,31,1.303921568627451,0.26311081172127526,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-21,Starace P.,Monaco J.,0,87,66,21,1.3181818181818181,0.27264419508724114,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-21,Vassallo-Arguello M.,Galvani S.,1,62,113,-51,0.5486725663716814,-0.5930637220029631,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-21,Becker B.,Kendrick R.,1,45,84,-39,0.5357142857142857,-0.6140098600012216,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-21,Benneteau J.,Lee H.T.,1,36,48,-12,0.75,-0.2809023854664021,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-21,Karlovic I.,Querrey S.,0,70,92,-22,0.7608695652173914,-0.2699196161119408,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-21,Spadea V.,Haas T.,0,68,9,59,7.555555555555555,1.9315214116032138,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-21,Koubek S.,Korolev E.,1,73,106,-33,0.6886792452830188,-0.3687637412577356,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-21,Kuznetsov A.,Gabashvili T.,0,174,99,75,1.7575757575757576,0.5596157879354227,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-22,Gicquel M.,Davydenko N.,0,44,3,41,14.666666666666666,2.420368128650429,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-22,Ljubicic I.,Rochus O.,1,8,34,-26,0.23529411764705882,-1.358123484153194,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-22,Robredo T.,de Voest R.,1,7,135,-128,0.05185185185185185,-2.8332133440562166,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-22,Stepanek R.,Kohlschreiber P.,0,19,58,-39,0.3275862068965517,-1.0818051703517289,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-22,Youzhny M.,Haase R.,1,22,164,-142,0.13414634146341464,-1.9704512579714306,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-22,van Scheppingen D.,Mayer F.,0,278,49,229,5.673469387755102,1.7191887763932194,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-22,Almagro N.,Galvani S.,1,30,113,-83,0.26548672566371684,-1.3022112439093494,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-22,Canas G.,Horna L.,0,63,50,13,1.26,0.22705745063534577,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-22,Canas G.,Nalbandian D.,1,63,10,53,6.3,1.7609878105613008,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-22,Chela J.I.,Andreev I.,1,35,148,-113,0.23648648648648649,-1.4204273674893493,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-22,Dlouhy L.,Ferrero J.C.,0,118,27,91,4.37037037037037,1.4469189829363258,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-22,Hartfield D.,Roitman S.,1,117,78,39,1.5,0.4012367719986436,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-22,Saretta F.,Montanes A.,0,133,75,58,1.7733333333333334,0.5671064596645801,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-22,di Mauro A.,Berlocq C.,0,98,115,-17,0.8521739130434782,-0.1584703409717747,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-22,Johansson T.,Roddick A.,0,88,4,84,22.0,2.879198457298039,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-22,Murray A.,Dancevic F.,1,13,95,-82,0.1368421052631579,-1.9252908618525777,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-22,Benneteau J.,Querrey S.,0,36,92,-56,0.391304347826087,-0.9216815805090319,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-22,Del Potro J.M.,Fish M.,0,69,25,44,2.76,0.9903987040278772,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-22,Haas T.,Delic A.,1,9,89,-80,0.10112359550561797,-2.197224577336219,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-22,Murray A.,Pless K.,1,13,86,-73,0.1511627906976744,-1.8268507890393253,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-23,Davydenko N.,Kohlschreiber P.,1,3,58,-55,0.05172413793103448,-2.691243082785829,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-23,Djokovic N.,Robredo T.,1,14,7,7,2.0,0.6286086594223743,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-23,Ferrer D.,Youzhny M.,0,15,22,-7,0.6818181818181818,-0.36290549368936853,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-23,Mayer F.,Ljubicic I.,0,49,8,41,6.125,1.7147984280919264,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-23,Hartfield D.,Devilder N.,1,117,97,20,1.2061855670103092,0.1857171457950928,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
2007-02-23,Horna L.,Monaco J.,0,50,66,-16,0.7575757575757576,-0.27286698666664,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
2007-02-23,Montanes A.,di Mauro A.,0,75,98,-23,0.7653061224489796,-0.26438650984825873,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
2007-02-23,Monaco J.,Moya C.,1,66,47,19,1.4042553191489362,0.3334916084830746,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-23,Becker B.,Roddick A.,0,45,4,41,11.25,2.2192034840549946,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-23,Haas T.,Querrey S.,1,9,92,-83,0.09782608695652174,-2.2300144001592104,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-23,Koubek S.,Murray A.,0,73,13,60,5.615384615384615,1.6650077635889118,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-24,Djokovic N.,Youzhny M.,0,14,22,-8,0.6363636363636364,-0.4274440148269396,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2007-02-24,Ljubicic I.,Davydenko N.,1,8,3,5,2.6666666666666665,0.810930216216329,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2007-02-24,Almagro N.,Chela J.I.,1,30,35,-5,0.8571428571428571,-0.14953173397096364,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
2007-02-24,Hartfield D.,di Mauro A.,0,117,98,19,1.1938775510204083,0.1755647743310753,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2007-02-24,Monaco J.,Almagro N.,1,66,30,36,2.2,0.7707054149058195,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2007-02-24,Roddick A.,Lu Y.H.,1,4,90,-86,0.044444444444444446,-2.9014215940827492,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2007-02-24,Fish M.,Haas T.,0,25,9,16,2.7777777777777777,0.9555114450274362,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2007-02-24,Roddick A.,Murray A.,1,4,13,-9,0.3076923076923077,-1.0296194171811581,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2007-02-25,Ljubicic I.,Youzhny M.,0,8,22,-14,0.36363636363636365,-0.9382696385929301,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2007-02-25,di Mauro A.,Monaco J.,0,98,66,32,1.4848484848484849,0.39042723074362407,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
2007-02-25,Roddick A.,Haas T.,0,4,9,-5,0.4444444444444444,-0.6931471805599456,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2007-02-26,Goldstein P.,Benneteau J.,1,76,45,31,1.6888888888888889,0.515164025364589,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-26,Korolev E.,Del Potro J.M.,0,99,67,32,1.4776119402985075,0.38566248081198484,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-26,Verdasco F.,Mathieu P.H.,1,33,64,-31,0.515625,-0.6480267452794752,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-26,Al Ghareeb M.,Berdych T.,0,370,12,358,30.833333333333332,3.3512527051458982,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-26,Federer R.,Pless K.,1,1,86,-85,0.011627906976744186,-3.7727609380946383,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-26,Gicquel M.,Andreev I.,0,41,139,-98,0.2949640287769784,-1.2039728043259355,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-26,Hrbaty D.,Bahrouzyan O.,1,23,808,-785,0.028465346534653466,-3.5177450867105455,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-26,Lee H.T.,Rochus O.,0,48,34,14,1.411764705882353,0.33647223662121295,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-26,Robredo T.,Santoro F.,0,7,63,-56,0.1111111111111111,-2.0794415416798357,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-26,Serra F.,Bjorkman J.,1,69,39,30,1.7692307692307692,0.5596157879354231,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-27,Armando H.,Hartfield D.,0,224,93,131,2.4086021505376345,0.8728056199344163,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-27,Chela J.I.,Roitman S.,1,35,72,-37,0.4861111111111111,-0.706940502692281,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-27,Devilder N.,Fognini F.,1,90,197,-107,0.45685279187817257,-0.7774075241776854,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-27,Ferrero J.C.,Starace P.,1,25,94,-69,0.26595744680851063,-1.2957803535790586,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-27,Galvani S.,Hajek J.,1,109,74,35,1.472972972972973,0.38299225225610645,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-27,Hernandez O.,Vicente F.,1,105,115,-10,0.9130434782608695,-0.09015109699429757,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-27,Kim K.,Guzman J.P.,0,124,153,-29,0.8104575163398693,-0.208638865111328,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-27,Vassallo-Arguello M.,Vanek J.,0,62,116,-54,0.5344827586206896,-0.6190392084062237,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-27,Zabaleta M.,Almagro N.,0,158,28,130,5.642857142857143,1.7016083722337574,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-27,Becker B.,Hernych J.,0,40,84,-44,0.47619047619047616,-0.7290791897860087,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-27,Hewitt L.,Spadea V.,1,21,71,-50,0.29577464788732394,-1.1856236656577392,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-27,Llodra M.,Capdeville P.,0,79,159,-80,0.4968553459119497,-0.6931471805599454,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-27,Mahut N.,Henman T.,0,78,37,41,2.108108108108108,0.7318616927406358,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-27,Mathieu P.H.,Udomchoke D.,1,64,83,-19,0.7710843373493976,-0.25642952894767657,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-27,Safin M.,Koubek S.,1,24,65,-41,0.36923076923076925,-0.9707789171582246,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-27,Baghdatis M.,Nadal R.,0,17,2,15,8.5,1.7917594692280547,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-27,Davydenko N.,El Aynaoui Y.,1,4,195,-191,0.020512820512820513,-3.6686767467964163,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-27,Djokovic N.,Vliegen K.,1,14,49,-35,0.2857142857142857,-1.203972804325936,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-27,Ferrer D.,Soderling R.,0,15,30,-15,0.5,-0.6613984822453651,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-27,Haas T.,Stepanek R.,1,9,26,-17,0.34615384615384615,-0.9932517730102832,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-27,Marach O.,Bracciali D.,0,132,88,44,1.5,0.4017127584896141,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-27,Nieminen J.,Youzhny M.,0,19,18,1,1.0555555555555556,0.05129329438755059,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-27,Schuettler R.,Seppi A.,1,98,102,-4,0.9607843137254902,-0.03960913809504607,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-27,Simon G.,Kohlschreiber P.,1,42,57,-15,0.7368421052631579,-0.2992428948528567,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-28,Dlouhy L.,di Mauro A.,1,118,68,50,1.7352941176470589,0.5450169885142699,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-28,Martin A.,Calleri A.,0,73,29,44,2.5172413793103448,0.9028677115420147,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-28,Monaco J.,Massu N.,0,58,53,5,1.0943396226415094,0.08855339734144518,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-28,Montanes A.,Acasuso J.,0,66,38,28,1.736842105263158,0.5411309732613194,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-28,Moya C.,Echagaray B.,1,47,216,-169,0.2175925925925926,-1.5086963426325686,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-28,Ramirez-Hidalgo R.,Gonzalez S.,1,59,234,-175,0.25213675213675213,-1.3652409519220585,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-28,Dlouhy L.,Ferrero J.C.,0,118,25,93,4.72,1.5210269550900475,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-28,Benneteau J.,Querrey S.,0,45,77,-32,0.5844155844155844,-0.5280674302004966,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-28,Blake J.,Korolev E.,0,6,99,-93,0.06060606060606061,-2.6592600369327783,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-28,Koubek S.,Kunitsyn I.,0,65,91,-26,0.7142857142857143,-0.3321338350226153,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-28,Kuerten G.,Becker B.,0,804,40,764,20.1,2.9772702107142557,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-28,Lopez F.,Mahut N.,1,96,78,18,1.2307692307692308,0.20526312603636132,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-28,Melzer J.,Llodra M.,1,31,79,-48,0.3924050632911392,-0.9162907318741547,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-28,Verdasco F.,Udomchoke D.,1,33,83,-50,0.39759036144578314,-0.9044562742271518,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-02-28,Berdych T.,Youzhny M.,0,12,18,-6,0.6666666666666666,-0.3794896217049035,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-28,Bracciali D.,Federer R.,0,88,1,87,88.0,3.7954891891721942,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-28,Haas T.,Serra F.,1,9,69,-60,0.13043478260869565,-1.9459101490553135,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-28,Nadal R.,Andreev I.,1,2,139,-137,0.014388489208633094,-3.843030133941194,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-28,Rochus O.,Davydenko N.,1,34,4,30,8.5,1.9459101490553132,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-28,Schuettler R.,Djokovic N.,0,98,14,84,7.0,1.8870696490323797,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-28,Simon G.,Santoro F.,0,42,63,-21,0.6666666666666666,-0.3976829676661091,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-02-28,Soderling R.,Hrbaty D.,1,30,23,7,1.3043478260869565,0.2559333741372005,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-03-01,Acasuso J.,Vanek J.,1,38,116,-78,0.3275862068965517,-1.09861228866811,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-03-01,Calleri A.,Hernandez O.,1,29,105,-76,0.2761904761904762,-1.2622417124499115,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-03-01,Devilder N.,Chela J.I.,0,90,35,55,2.5714285714285716,0.9273405680607398,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-03-01,Gaudio G.,Guzman J.P.,1,36,153,-117,0.23529411764705882,-1.4260346897694052,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-03-01,Hartfield D.,Moya C.,0,93,47,46,1.9787234042553192,0.6720937713621127,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-03-01,Massu N.,Galvani S.,1,53,109,-56,0.48623853211009177,-0.711496319228142,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-03-01,Ramirez-Hidalgo R.,Almagro N.,0,59,28,31,2.107142857142857,0.7270487322356263,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2007-03-01,Calleri A.,Acasuso J.,1,29,38,-9,0.7631578947368421,-0.26236426446749084,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2007-03-01,Massu N.,Chela J.I.,0,53,35,18,1.5142857142857142,0.4054651081081646,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2007-03-01,Goldstein P.,Querrey S.,0,76,77,-1,0.987012987012987,-0.012903404835907573,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-03-01,Johansson T.,Lu Y.,1,92,80,12,1.15,0.13815033848081715,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-03-01,Kuerten G.,Hernych J.,0,804,84,720,9.571428571428571,2.248191020928247,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-03-01,Lopez F.,Henman T.,1,96,37,59,2.5945945945945947,0.9371248187769972,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-03-01,Melzer J.,Capdeville P.,1,31,159,-128,0.1949685534591195,-1.6094379124341,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007-03-01,Djokovic N.,Federer R.,0,14,1,13,14.0,2.0149030205422647,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2007-03-01,Haas T.,Rochus O.,1,9,34,-25,0.2647058823529412,-1.2527629684953676,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2007-03-01,Santoro F.,Soderling R.,0,63,30,33,2.1,0.7248958788745252,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2007-03-01,Youzhny M.,Nadal R.,1,18,2,16,9.0,1.8458266904983305,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
